,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
85116,818031002,818031,Amalia,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in soft jersey made from a cotton blend with short, voluminous puff sleeves in a cotton weave. Square neckline front and back and elasticated edges over the shoulders and around the sleeves."
85123,818036002,818036,Frille,254,Top,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in soft, patterned viscose jersey with flutter sleeves and slits in the sides."
85345,819139001,819139,H2 Lauren dress PI,265,Dress,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Short dress in a soft cable knit containing some wool with a stand-up collar, dropped shoulders, long balloon sleeves and ribbing at the cuffs and hem. The polyester content of the dress is recycled."
85346,819140001,819140,H2 Flores skirt,275,Skirt,Garment Lower body,1010015,Sequin,12,Light Beige,1,Dusty Light,11,Beige,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"High-waisted, calf-length skirt in sequined mesh with a concealed button and zip at the back. Jersey underskirt."
85348,819143001,819143,H2 Aster dress PI,265,Dress,Garment Full body,1010001,All over pattern,17,Yellowish Brown,4,Dark,13,Brown,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Long dress in patterned chiffon crêpe with smocking at the shoulders, cuffs and waist. V-neck with ties at the top, long puff sleeves and a flounce at the hem. Unlined."
85349,819147001,819147,H2 Canna top PI,258,Blouse,Garment Upper body,1010015,Sequin,12,Light Beige,1,Dusty Light,11,Beige,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Boxy top in sequined mesh with a high collar and an opening at the back with concealed buttoning at the top. Low dropped shoulders and long, wide sleeves."
85401,819485001,819485,FF Rib rob polo,257,Polo shirt,Garment Upper body,1010016,Solid,32,Orange,5,Bright,3,Orange,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,Fitted jumper in a soft rib knit containing some wool with a turtleneck and long sleeves. The polyester content of the jumper is recycled.
85414,819520001,819520,Georgina,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, long-sleeved top in soft, ribbed jersey with a V-neck and buttons at the top."
85415,819520002,819520,Georgina,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, long-sleeved top in soft, ribbed jersey with a V-neck and buttons at the top."
85528,820168001,820168,Cayenne,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Slightly longer, straight-cut, single-breasted jacket in a soft weave with notch lapels, fastening with one sparkly button at the front, and two flap front pockets. Lined."
85640,820508001,820508,Sandy trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Ankle-length trousers in soft jersey. Regular waist with covered elastication and wide, straight legs."
85669,820563003,820563,Ivanovo,252,Sweater,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft knit containing some wool with a high, ribbed collar and zip with a round pull at the top. Low dropped shoulders, long, wide sleeves and wide ribbing at the cuffs and hem."
85685,820613001,820613,Raymond fleece,254,Top,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short, boxy top in soft pile with a high collar, zip at the top, dropped shoulders, long sleeves and covered elastication at the cuffs and hem."
85744,820873001,820873,Kat dress,265,Dress,Garment Full body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide-fitting, calf-length dress in a soft knit with a ribbed polo neck, dropped shoulders, long, wide sleeves, ribbing at the cuffs and hem, and slits in the sides."
85795,821031002,821031,Jiminy,252,Sweater,Garment Upper body,1010010,Melange,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a rib knit containing some wool with a wide polo neck, dropped shoulders, long sleeves and slits in the sides. Longer at the back. The polyester content of the jumper is recycled."
85835,821152001,821152,Danderyd polo,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine-knit viscose blend with a ribbed polo neck, long raglan sleeves and ribbing at the cuffs and hem."
85840,821163008,821163,Boujis strap,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in washed linen with narrow, adjustable shoulder straps, a V-neck front and back, and buttons down the front."
85841,821163009,821163,Boujis strap,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in washed linen with narrow, adjustable shoulder straps, a V-neck front and back, and buttons down the front."
85863,821336004,821336,Melrose,265,Dress,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a linen and cotton weave with a gentle V-neck and narrow, adjustable shoulder straps. Buttons down the front, smocking at the back and a gathered seam at the waist for added width and soft draping. Lined."
85937,821663003,821663,J Panther,265,Dress,Garment Full body,1010002,Application/3D,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, fitted dress in stretch fabric with a small stand-up collar and long sleeves."
85938,821663005,821663,J Panther,265,Dress,Garment Full body,1010026,Other structure,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, fitted dress in stretch fabric with a small stand-up collar and long sleeves."
85942,821674001,821674,H2 Dogge shirt,259,Shirt,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Shirt in a jacquard-weave cotton blend with a collar, buttons down the front and yoke at the back. Flap chest pockets with a button, dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem."
86016,822115001,822115,Pola seamless leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,High-waisted leggings in microfibre with a wide waist panel. The leggings are designed with the minimum number of seams for a more comfortable fit and increased mobility.
86017,822115004,822115,Pola seamless leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,High-waisted leggings in microfibre with a wide waist panel. The leggings are designed with the minimum number of seams for a more comfortable fit and increased mobility.
86035,822158001,822158,Athens wrap dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Calf-length dress in an airy Tencel™ lyocell weave with a wrapover top and sewn-on band at the waist that ties at the back. Decorative gathers on the shoulder seams and at the back of the neckline. Short, wide sleeves, and two slits at the front. Unlined."
86058,822203005,822203,Rome batwing tunic,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short, straight-cut dress in an airy viscose weave with a round neckline and concealed button placket. Detachable tie belt at the waist and long, batwing sleeves with a button at the cuffs."
86083,822311001,822311,Venice wide side thong,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Thong briefs in lace with a low waist and lined gusset.
86195,822946001,822946,Scary Spice Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bikini top with a wrapover front and back, wide elasticated hem and a metal fastener at the back."
86201,822959001,822959,Scary Spice Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit in a narrow cut at the top with a metal fastener at the back of the neck. Wrapover front with a cut-out section, an open section at the back, seam at the waist and high-cut legs."
86237,823118001,823118,Ginger Top,298,Bikini top,Swimwear,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, non-wired bikini top with adjustable shoulder straps, removable inserts that shape the bust and provide good support, lacing at the front and a frill trim at the hem. No fasteners."
86238,823118002,823118,Ginger Top,298,Bikini top,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, non-wired bikini top with adjustable shoulder straps, removable inserts that shape the bust and provide good support, lacing at the front and a frill trim at the hem. No fasteners."
86247,823165001,823165,Ginger Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with lacing at the sides, high-cut legs and a high cut at the back."
86292,823317002,823317,Rio OPT 2,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in an airy, patterned weave with a small frilled collar and V-neck opening with ties at the front. Long, raglan balloon sleeves with a covered button at the cuffs, a gathered seam at the waist and a flared skirt. Jersey lining."
86332,823436002,823436,Lovegood horsebit waist,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Waist belt with decorative metal buckles at the front and elastication with a metal fastener. at the back.
86347,823518001,823518,+ Jane Swimsuit,57,Swimsuit,Swimwear,1010026,Other structure,8,Dark Grey,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with wide shoulder straps, removable inserts that shape the bust and provide good support, and decorative gathers at the sides."
86403,823793002,823793,Magpie dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Knee-length, V-neck dress in airy, striped jersey with a sewn-in wrapover at the front and long sleeves with ribbed cuffs. Elasticated seam at the waist and a gently flared, jersey-lined skirt."
86609,824490001,824490,Janita,264,Blazer,Garment Upper body,1010004,Check,13,Beige,2,Medium Dusty,11,Beige,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,Straight-cut jacket in woven fabric with notch lapels and flap welt front pockets. Lined.
86621,824497001,824497,Olga LL PJ (J) BF,297,Pyjama set,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas with a long top in lightweight sweatshirt fabric and pair of leggings in jersey. Top with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Leggings with an elasticated waist."
86622,824497002,824497,Olga LL PJ (J) BF,297,Pyjama set,Nightwear,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas with a long top in lightweight sweatshirt fabric and pair of leggings in jersey. Top with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Leggings with an elasticated waist."
86636,824526001,824526,Jennifer long,264,Blazer,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,Longer-style jacket in woven fabric with notch lapels and welt front pockets with a flap. Lined.
86637,824526002,824526,Jennifer long,264,Blazer,Garment Upper body,1010004,Check,22,Yellow,2,Medium Dusty,8,Yellow,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,Longer-style jacket in woven fabric with notch lapels and welt front pockets with a flap. Lined.
86697,824752001,824752,PC Freedom,265,Dress,Garment Full body,1010015,Sequin,93,Dark Green,4,Dark,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short A-line dress in sequined mesh with a small stand-up collar, an opening with concealed buttons at the back of the neck, and long, raglan balloon sleeves with elastication at the cuffs. Jersey lining made from recycled polyester."
86698,824764001,824764,ESSENTIAL LOVA LINEN,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Top in linen jersey with a V-neck and short sleeves.
86712,824774001,824774,PC Champagne,265,Dress,Garment Full body,1010015,Sequin,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in sequined mesh with a small stand-up collar and an opening with concealed hook-and-eye fasteners at the back of the neck. Rounded, draped shoulders and long raglan sleeves. Jersey lining made from recycled polyester."
86774,824995001,824995,Frugan 2p longsleeve,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted tops in soft jersey with a slightly wider neckline and long sleeves. The cotton content of the tops is organic.
86781,824997001,824997,Long leggings 2p,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Leggings in jersey made from a cotton blend with an elasticated waist. The cotton content of the leggings is organic.
86782,824999001,824999,Strap top 2p,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted tops in soft jersey made from an organic cotton blend with narrow shoulder straps.
